,level_0,index,propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,superTopHighlight,floor,hasLift,parkingSpace,district,labels,highlight,neighborhood
84,34,,32978336,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/1d/a6/33/227796213.jpg,VCA-1576,24,230000.0,flat,sale,102.0,1,1,"Avenida Sport Clube Castêlo da Maia, 39",Porto,Castêlo da Maia,pt,41.2660583,-8.6144698,True,https://www.idealista.pt/imovel/32978336/,12111,"Apartamento reformado de 1+1 dormitorios, con garaje cerrado en Box, situado en Castelo da Maia, a solo 2 minutos a pie de la estación de metro ISMAI, supermercados, farmacias, autopistas y todo el centro de la ciudad a pocos minutos a pie. Este apartamento te ofrece zonas muy generosas y funcionales.   El apartamento tiene 2 frentes de ventanas, con orientación sur/oeste, lo que le da una excelente exposición al sol, con vistas a espacios verdes por un lado y por el otro lado con vistas a la avenida central. En su interior encontrarás un hall de entrada, un amplio salón comedor con cocina totalmente equipada, un balcón exterior, un baño con bañera, un dormitorio con armario y una habitación creada por el propietario como aprovechamiento del espacio, que puede ser un dormitorio o despacho. Tiene chimenea y luces incorporadas en todas las habitaciones. El apartamento está situado en la avenida principal de Castelo da Maia, dispone de dos ascensores y aparcamiento exterior gratuito, con garaje y trastero en el sótano del edificio, situado a pocos minutos de la estación de metro y del colegio ISMAI. Si desea una propiedad en Castelo da Maia, debe considerar esta excelente opción. Certificado Energético en ejecución. ¡Ven a visitarnos!",False,good,False,2255.0,{'typology': 'flat'},"{'subtitle': 'Castêlo da Maia, Maia', 'title': 'Piso en Avenida Sport Clube Castêlo da Maia, 39'}",False,False,False,False,False,False,,True,,,,,
85,35,,32605149,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/1f/ff/fe/213028619.jpg,123061230-159,50,1350000.0,chalet,sale,1158.0,7,2,Avenida da Cerqueda,Braga,São Mateus Oliveira,pt,41.3860852,-8.4036967,False,https://www.idealista.pt/imovel/32605149/,28976,,False,good,False,1166.0,{'typology': 'chalet'},"{'subtitle': 'São Mateus Oliveira, Vila Nova de Famalicão', 'title': 'Chalet en Avenida da Cerqueda'}",False,False,False,False,False,False,,,,,,,
86,36,,32689858,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a9/9b/3e/216229364.jpg,CMCSGM440,28,325000.0,countryHouse,sale,410.0,4,2,Adaúfe,Braga,Adaúfe,pt,41.5829728,-8.3944199,False,https://www.idealista.pt/imovel/32689858/,49382,"Pequeña finca para recuperar en ADAÚFE, Braga. Situado en una zona tranquila y con buena accesibilidad, se encuentra a sólo 10 minutos del CENTRO de la ciudad de BRAGA. Oportunidad de negocio, por ejemplo, para TURISMO RURAL. - Superficie total del terreno = 11.260 m² - Huella del edificio = 255 m² - Área bruta de construcción = 410 m² - Casa principal de piedra de 2 plantas. - 4 dormitorios, dos salones, dos porches y bodega - Agua de una mina con un pequeño lago. - 2 pozos - Cultivo, vides, muchos frutales, olivos, entre otros. - Totalmente amurallado - 3 entradas - Excelente exposición al sol (4 frentes) - Ubicación de elección para una Inversión en Turismo Rural o incluso para Vivienda Propia MARCA TU VISITA.",False,renew,False,793.0,"{'typology': 'countryHouse', 'subTypology': 'quinta'}","{'subtitle': 'Adaúfe, Braga', 'title': 'Quinta'}",False,False,False,False,False,False,,,,,"[{'name': 'quintasType', 'text': 'Quintas'}]",,
87,37,,32549293,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e4/a2/01/210889025.jpg,FRE10993/23,35,99000.0,chalet,sale,180.0,3,1,Oliveira de Frades,Viseu,Oliveira de Frades,pt,40.7332054,-8.1753631,False,https://www.idealista.pt/imovel/32549293/,58320,,False,renew,False,550.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Oliveira de Frades', 'title': 'Casa independiente'}",False,False,False,False,False,False,,,,,,,
88,38,,32937581,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/c0/f7/c2/225630942.jpg,376230114,8,135000.0,chalet,sale,65.0,2,1,Monte Espinho - Zona Industrial,Porto,Matosinhos e Leça da Palmeira,pt,41.2098942,-8.7022523,False,https://www.idealista.pt/imovel/32937581/,11766,"Vivienda en planta baja de 2 dormitorios situada a 1,5km de la playa. Destaca por la exposición al sol hacia el sur y una terraza de 32m². Bien comunicado por transporte, servicios y buena accesibilidad.",False,good,False,2077.0,"{'typology': 'chalet', 'subTypology': 'andarMoradia'}","{'subtitle': 'Matosinhos e Leça da Palmeira, Matosinhos', 'title': 'Andar de moradia'}",False,False,False,False,False,False,,,,Monte Espinho - Zona Industrial,,,
89,39,,32763008,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/59/d5/13/219030701.jpg,126481077-9,19,160000.0,chalet,sale,160.0,3,2,Souto Santa Maria - Souto São Salvador - Gondomar,Braga,Souto Santa Maria - Souto São Salvador - Gondomar,pt,41.5076193,-8.2936921,False,https://www.idealista.pt/imovel/32763008/,45282,,False,good,False,1000.0,{'typology': 'chalet'},"{'subtitle': 'Souto Santa Maria - Souto São Salvador - Gondomar, Guimarães', 'title': 'Chalet'}",False,False,False,False,False,False,,,,,,,
90,40,,32829217,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/6f/23/cb/221367475.jpg,CS/075/2023,16,180000.0,chalet,sale,263.0,2,1,Branca,Aveiro,Branca,pt,40.7398555,-8.4937603,False,https://www.idealista.pt/imovel/32829217/,47321,,False,good,False,684.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Branca, Albergaria-a-Velha', 'title': 'Casa independiente'}",False,False,False,False,False,False,,,,,,,
91,41,,32773412,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a1/e7/9e/219304658.jpg,122671079-26,40,220000.0,chalet,sale,360.0,3,3,Lagares e Figueira,Porto,Lagares e Figueira,pt,41.1219744,-8.3707061,False,https://www.idealista.pt/imovel/32773412/,17864,"Casa de 3 dormitorios en Lagares - Penafiel, perfecta para vivienda permanente combinada con la posibilidad de rentabilizar la planta baja para alquiler ya que se utiliza para comercio y allí ya funciona un mini mercado.Esta propiedad de 4 frentes, llena de luz, consta de sótano, planta baja, 1er piso y ático con un área bruta de construcción de 360m2.Sótano:    -Espacio (120m2) para garaje (3 coches), con acceso a la vivienda desde el interior; - zona de lavandería o cocina regional preparada para ello; - baño completo;   Planta baja: - superficie (120m2) destinada a comercio con baño; - este espacio es utilizado actualmente por los propietarios como salón de ocio; - las licencias comerciales estén debidamente actualizadas; 1er Piso: (120m2) Todos los ambientes en una sola planta, lo que permite vivir como en una casa de una sola planta. - cocina con buena área, con excelente balcón, amueblada y equipada con vitrocerámica, horno, campana extractora, lavavajillas, - sala común con acceso a un balcón; - baño completo con luz natural; - 2 dormitorios con armarios empotrados, 1 de ellos con balcón y acceso a suite con luz natural: - En lo que era el tercer dormitorio, por elección propia, los propietarios crearon un salón justo al lado de la cocina.Es posible volver a la habitación original reemplazando la pared que se quitó.   Ático: - Área dividida con despensa, 2 dormitorios y un baño.   Exterior: - zona ajardinada al frente; -zona ajardinada para socializar en la parte trasera; - huerto/patio con árboles frutales; Características: - Aire acondicionado en los dormitorios y en el salón junto a la cocina; - Puerta de garaje automática; - el R/C dedicado al comercio tiene 2 plazas laterales; - Con una excelente calidad de construcción y materiales utilizados, la casa se encuentra en buen estado, requiriendo sólo algunas obras en los balcones y pintura. - Fibra óptica.   Ubicado en una zona residencial privilegiada, con zonas de ocio, comercios locales, buen acceso: - Estación de tren de Recarei/Sobreira -.",False,good,False,611.0,{'typology': 'chalet'},"{'subtitle': 'Lagares e Figueira, Penafiel', 'title': 'Chalet'}",False,False,False,False,False,False,,,,,"[{'name': 'moradiaTerreaType', 'text': 'Moradia terrea'}]",,
92,42,,32791617,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a6/9d/fe/223257200.jpg,120781505-1,23,49900.0,chalet,sale,35.0,2,1,Rua Clube os Novinhos,Porto,Oliveira do Douro,pt,41.13685,-8.5961816,False,https://www.idealista.pt/imovel/32791617/,3066,"Oportunidad: Precio promocional hasta: Si usted está buscando: Casa para reformar T2;...aquí lo encuentras! Con posibilidad de entreplanta debido a que el techo es bastante alto. Situado cerca de Rio, futuro puente de acceso a Oporto y a pocos minutos de la Avenida da República, del Metro y del CP - Tren General Torres y del Metro Jardim do Morro. Nota: Imágenes en 3D sólo con fines ilustrativos. distancias: - A 600 metros de las Pasarelas de Quebrantões; - A 600 metros de la Escuela EB/JI Profesor Dr.Marqués dos Santos; - 700 metros de Quinta de São Salvador; - 1000 metros del parque Ponte Maria Pia; - 1100 metros de la Real Companhia Velha; - 1300 metros de la Escuela Básica das Pedras; - A 1400 metros del Metro y Tren General Torres; - 1400 metros de Aldi; - 1400 metros del Pavilhão Municipal das Pedras; - 1500 metros de Farmácia da Avenida; - 1600 metros del metro Jardim do Morro; - 1600 metros de Mercadona y Lidl; - 1600 metros del Colegio EB 2/3 Fernandes de Sá; Para efectos de visitar/acceder al interior de la propiedad, deberá traer un documento de identificación válido; Se le pedirá que firme un documento llamado ""Formulario de visita"". Gracias por su comprensión.",True,renew,False,1426.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Oliveira do Douro, Vila Nova de Gaia', 'title': 'Chalet pareado en Rua Clube os Novinhos'}",True,False,False,False,False,False,,,,Areinho - Quebrantões,,,
93,43,,32712953,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f8/70/26/227336677.jpg,3062,19,100000.0,flat,sale,83.0,2,1,Longos,Braga,Longos,pt,41.5173641,-8.3547034,False,https://www.idealista.pt/imovel/32712953/,43812,"Apartamento de 2 dormitorios transformado en 3 dormitorios, insertado en un edificio bien ubicado con buena exposición al sol. Este apartamento de 2 dormitorios consta de: - Cocina amueblada; - Sala común; - Sala; - 3 dormitorios; - Baño completo; - Balcón en la sala de estar y dormitorios; - Garaje cerrado. Otras características: - Cocina equipada (vitrocerámica, horno, combinado); - Doble vidrio; - Garaje para 1 coche. A pocos minutos del centro de Caldelas y próximo a diversos servicios y comercio. Esta propiedad es maravillosa para: - Pareja joven en busca de su 1ra propiedad; - Familias; - Inversores para colocar en el mercado de alquiler. Contacta con nosotros y ven a visitarnos. Somos Intermediarios de Crédito registrados en el Banco de Portugal con el número 2436, agilizamos por ti todo el proceso de financiación, sin coste alguno y sin necesidad de acudir a los bancos, de forma imparcial y recogiendo siempre las mejores propuestas del mercado. Por qué visitar Prestiti Imobiliária? Prestiti Imobiliária tiene su sede en Guimarães hace más de 16 años, en la ciudad portuguesa más hermosa, cualquiera que camina por las calles y pasa por los monumentos tiene la sensación de respirar historia, por eso fue catalogada como Patrimonio de la Humanidad por la Unesco en 2001, designada Capital Europea de la Cultura en 2012 y Ciudad Europea del Deporte en 2013, lo que sin duda hace de Guimarães una excelente elección para quien quiere vivir aquí, es muy fácil enamorarse de la ciudad y disfrutar de calidad de vida. Prestiti Imobiliária se preocupa por la felicidad del cliente todos los días del año. El cliente con nosotros tiene un servicio basado en la ética, la seriedad, la competencia, la eficacia y le garantizamos que de nuestra parte hay seguridad y responsabilidad en todo lo que emprendemos y pretendemos que nuestra amistad dure para siempre. Pasión por Vender Bienes Raíces!",True,good,False,1205.0,{'typology': 'flat'},"{'subtitle': 'Longos, Guimarães', 'title': 'Piso'}",False,False,False,False,False,False,,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,
94,44,,32911175,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5e/a9/43/224629320.jpg,30756,16,95000.0,chalet,sale,240.0,4,2,Rua central,Porto,Sandim - Olival - Lever - Crestuma,pt,41.0620065,-8.4645465,False,https://www.idealista.pt/imovel/32911175/,14503,"Casa anterior a 1951, con impresionantes vistas. Con potencial de recalificación, esta casa podría ser el proyecto que deseas Las impresionantes vistas al Duero, que se encuentra a 50 metros, hacen de la propiedad una inversión única. cocina habitación 3/4 inodoro Garaje almacenamiento balcones Casa de vino buen acceso Villa con excelentes vistas al Duero Casa anterior a 1951, con impresionantes vistas. Con potencial de recalificación, esta casa podría ser el proyecto que deseas Las impresionantes vistas al Duero, que se encuentra a 50 metros, hacen de la propiedad una inversión única. cocina habitación 3/4 inodoro Garaje almacenamiento balcones Casa de vino buen acceso Licencia AMI 14277.",True,renew,False,396.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Sandim - Olival - Lever - Crestuma, Vila Nova de Gaia', 'title': 'Casa independiente en Rua central'}",True,False,False,False,False,False,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Crestuma - Lever,,,
95,45,,32892697,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b5/84/2e/224079778.jpg,100174,32,250000.0,flat,sale,150.0,3,2,Salgueiros,Porto,Paranhos,pt,41.1722477,-8.5960431,False,https://www.idealista.pt/imovel/32892697/,1998,,False,good,False,1667.0,{'typology': 'flat'},"{'subtitle': 'Paranhos, Porto', 'title': 'Piso'}",False,False,False,False,False,False,2,,,Salgueiros,,,
96,46,,32827596,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/39/be/be/221297376.jpg,120781505-1,22,49900.0,chalet,sale,35.0,2,1,Areinho - Quebrantões,Porto,Oliveira do Douro,pt,41.1323041,-8.594842,False,https://www.idealista.pt/imovel/32827596/,3465,"Si estás buscando: Casa para reformar T2;...aquí lo encuentras! Con posibilidad de entreplanta por estar el pie derecho bastante alto. Ubicado cerca de Río, el futuro puente de acceso a Oporto ya pocos minutos de la Avenida da República, el Metro y CP – Tren General Torres y Metro Jardim do Morro. distancias: – 600 metros de las Pasarelas de Quebrantões; – A 600 metros de la Escola EB/JI Profesor Dr.Marqués dos Santos; – 700 metros de la Quinta de São Salvador; – 1000 metros del Parque Ponte Maria Pia; – 1100 metros de Real Companhia Velha; – 1300 metros de la Escola Básica das Pedras; – 1400 metros de Metro y Tren General Torres; – 1400 metros de Aldi; – 1400 metros del Pabellón Municipal das Pedras; – 1500 metros de Farmácia da Avenida; – 1600 metros del Metro Jardim do Morro; – 1600 metros del Mercadona y Lidl; – 1600 metros de la Escuela EB 2/3 Fernandes de Sá; Para efectos de visitar/acceder al interior de la propiedad, deberá acompañarse de un documento de identificación válido; Se solicitará su firma en un documento conocido como “Formulario de Visita”. Agradecido por la Comprensión. .",False,good,False,1426.0,{'typology': 'chalet'},"{'subtitle': 'Oliveira do Douro, Vila Nova de Gaia', 'title': 'Chalet'}",False,False,False,False,False,False,,,,Areinho - Quebrantões,,,
97,47,,32818041,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d9/53/a7/220964287.jpg,124881063-141,16,125000.0,chalet,sale,205.0,5,3,Rua Santa Maria,Aveiro,Santa Maria de Lamas,pt,40.9787614,-8.5763696,False,https://www.idealista.pt/imovel/32818041/,20228,"Casa de 5 habitaciones en venta en Santa María de Lamas Casa dividida en 5 habitaciones no aptas para uso independiente, cada una con 2 dormitorios, cocina, salón y baño.También dispone de un establecimiento comercial y garaje para dos coches.El edificio de 3 frentes tiene un balcón con vista a la vía pública y al espacio circundante.Casa para rehabilitación de una superficie total de construcción de 205m2.Muy bien situado, en la Avenida de Santa María de Lamas, situado en el centro de la localidad.¡Programe una visita! Estamos disponibles para ayudarle a hacer realidad sus sueños, ya sea comprando o vendiendo su propiedad.",False,good,False,610.0,{'typology': 'chalet'},"{'subtitle': 'Santa Maria de Lamas, Santa Maria da Feira', 'title': 'Chalet en Rua Santa Maria'}",False,False,False,False,False,False,,,,,,,
98,48,,31982359,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9e/68/5a/175722716.jpg,179220115,7,275000.0,chalet,sale,400.0,3,2,Centro de Valadares - Penedo - Valadarinho,Porto,Gulpilhares e Valadares,pt,41.0843432,-8.6293831,False,https://www.idealista.pt/imovel/31982359/,9526,"Casa señorial de 4 frentes en Valadares que consta de 4 casas, 2 de las cuales están desocupadas y 1 alquilada. La casa está ubicada en una parcela de 1285 m2, con excelente acceso a la autovía. ¡No pierdas la oportunidad, reserva tu visita ahora!",False,renew,False,688.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Gulpilhares e Valadares, Vila Nova de Gaia', 'title': 'Casa independiente'}",False,False,False,False,False,False,,,,Centro de Valadares - Penedo - Valadarinho,,,
99,49,,32739936,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b9/30/6f/227726118.jpg,KA3227,28,995000.0,flat,sale,279.0,4,4,Pinhais da Foz,Porto,Aldoar - Foz do Douro - Nevogilde,pt,41.1544027,-8.6650564,False,https://www.idealista.pt/imovel/32739936/,7341,"Apartamento de 4 dormitorios lleno de luz y vistas abiertas al mar y al río. Con 3 frentes, el apartamento consta de salón de 64m2, comedor con acceso directo a la cocina de 25m2, totalmente modernizado con isla y equipado con electrodomésticos de alta gama, 3 dormitorios, 2 baños completos y una suite. Dos plazas de aparcamiento y trastero. KA es una empresa portuguesa, con sede en Foz, en la ciudad de Oporto, desde 2005. Estamos presentes en 4 áreas: Residencial, Ocio, Corporativo, Hoteles y Resorts. En el área Residencial, nos enfocamos en el mercado de lujo en zonas prime, donde hemos vendido las mejores propiedades. En 2007 también decidimos invertir en Baixa do Porto y su rehabilitación urbana. En 2008 fuimos el primer mediador oficial portugués de SRU – Porto Vivo y durante estos años hemos dado nuestra contribución a la tan necesaria rehabilitación del centro histórico de Oporto. En 2017 trasladamos nuestra sede al paseo marítimo de Foz, donde abrimos un “buque insignia” de KA con gran visibilidad. En 2019 consolidamos nuestro equipo, participamos de las primeras Ferias Inmobiliarias y lanzamos la primera revista KA. En enero de 2020 creamos el movimiento para apoyar una causa noble: “Ayudemos a las personas sin hogar” - Consigamos un hogar para las personas sin hogar en Oporto. En septiembre de 2020, expandimos la marca KA a otras áreas del país, concretamente en el Triángulo de Oro, Algarve. En 2022 abrimos una nueva oficina en el Algarve, estratégicamente ubicada entre Vale de Lobo y Quinta do Lago. En 2023 comenzamos a participar en ferias internacionales, concretamente MIPIM en Cannes. .",False,good,False,3566.0,{'typology': 'flat'},"{'subtitle': 'Aldoar - Foz do Douro - Nevogilde, Porto', 'title': 'Piso'}",True,False,True,False,False,False,5,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Pinhais da Foz,"[{'name': 'withViews', 'text': 'Con vistas'}]",{'groupDescription': 'Top'},
